Age,Prior_Insurance,Claims_Adjustment,Policy_Type,Total_Discounts,Credit_Score,Premium_Adjustment_Region,Premium_Amount
0.4988236043860154,-0.0691357189874874,-0.5580591506385876,-0.8153063768285023,-0.8937874919977825,-0.20611092211775536,-0.3651481121706578,2286
-0.2129375993096248,-0.0691357189874874,-0.5580591506385876,-0.8153063768285023,-0.8937874919977825,0.23612680259703125,0.9093653683551982,2336
0.6411758451251435,-0.0691357189874874,0.20058569797286913,-0.8153063768285023,-0.8937874919977825,1.1608056815461305,0.9093653683551982,2386
1.5664654099294757,1.3863531018017248,0.20058569797286913,-0.8153063768285023,-0.8937874919977825,1.9045691276573626,0.9093653683551982,2336
-0.2841137196791888,1.3863531018017248,0.9592305465843258,-0.8153063768285023,-0.8937874919977825,-1.0503829420278026,-0.3651481121706578,2350
-0.2841137196791888,1.3863531018017248,-0.5580591506385876,1.2265327837738076,0.5904162476199234,0.29643194687632035,-1.639661592696514,1936
1.63764153029904,-0.0691357189874874,-0.5580591506385876,-0.8153063768285023,0.5904162476199234,1.6231451210206802,0.9093653683551982,2286
0.7835280858642716,-1.5246245397766995,-0.5580591506385876,-0.8153063768285023,0.5904162476199234,-1.5127223815023523,-0.3651481121706578,2300
-0.568818201157445,1.3863531018017248,-0.5580591506385876,1.2265327837738076,0.5904162476199234,0.1959233730775052,-1.639661592696514,1936
0.5699997247555795,1.3863531018017248,2.476520243807239,-0.8153063768285023,0.5904162476199234,-0.0855006335591772,0.9093653683551982,2350
-0.4976420807878809,1.3863531018017248,0.20058569797286913,1.2265327837738076,0.5904162476199234,-0.5277383582739639,-0.3651481121706578,2050
-0.4976420807878809,-1.5246245397766995,0.20058569797286913,1.2265327837738076,-0.8937874919977825,-1.1106880863070916,-1.639661592696514,2236
0.21411912290775933,-0.0691357189874874,2.476520243807239,1.2265327837738076,0.5904162476199234,0.6180593830325288,0.9093653683551982,2200
-1.5652838863313412,-0.0691357189874874,0.20058569797286913,1.2265327837738076,2.074619987237629,1.2613142553449457,-0.3651481121706578,1950
-1.5652838863313412,-0.0691357189874874,0.20058569797286913,-0.8153063768285023,0.5904162476199234,-0.9297726534692244,-0.3651481121706578,2386
-0.639994321527009,-0.0691357189874874,-0.5580591506385876,-0.8153063768285023,0.5904162476199234,1.2211108258254197,0.9093653683551982,2286
-1.1382271641139572,-0.0691357189874874,-0.5580591506385876,-0.8153063768285023,-0.8937874919977825,-0.3870263549556226,-0.3651481121706578,2300
0.28529524327732336,-0.0691357189874874,0.20058569797286913,-0.8153063768285023,0.5904162476199234,0.49744909447395064,0.9093653683551982,2250
-0.9958749233748291,-1.5246245397766995,-0.5580591506385876,-0.8153063768285023,0.5904162476199234,0.718567956831344,0.9093653683551982,2250
-1.5652838863313412,-0.0691357189874874,-0.5580591506385876,1.2265327837738076,2.074619987237629,-1.7941463881390347,0.9093653683551982,2136
1.4952892895599117,-1.5246245397766995,-0.5580591506385876,-0.8153063768285023,0.5904162476199234,-0.32672121067633353,-0.3651481121706578,2300
-0.2841137196791888,-0.0691357189874874,-0.5580591506385876,-0.8153063768285023,0.5904162476199234,0.9195851044289742,-0.3651481121706578,2236
0.0717668821686313,1.3863531018017248,-0.5580591506385876,-0.8153063768285023,0.5904162476199234,0.6984662420715809,0.9093653683551982,2150
-1.5652838863313412,-1.5246245397766995,-0.5580591506385876,-0.8153063768285023,2.074619987237629,0.17582165831774219,-0.3651481121706578,2150
-0.639994321527009,-0.0691357189874874,0.20058569797286913,-0.8153063768285023,-0.8937874919977825,-0.34682292543609655,-1.639661592696514,2300
0.0717668821686313,1.3863531018017248,0.9592305465843258,1.2265327837738076,-0.8937874919977825,-0.7689589353911201,0.9093653683551982,2200
-1.2805794048530852,-0.0691357189874874,0.20058569797286913,1.2265327837738076,-0.8937874919977825,0.37683880591537244,-0.3651481121706578,2050
0.35647136364688736,1.3863531018017248,-0.5580591506385876,-0.8153063768285023,0.5904162476199234,-0.0855006335591772,0.9093653683551982,2150
-0.711170441896573,1.3863531018017248,-0.5580591506385876,-0.8153063768285023,-0.8937874919977825,0.27633023211655733,0.9093653683551982,2286
-0.35528984004875286,-1.5246245397766995,-0.5580591506385876,1.2265327837738076,0.5904162476199234,0.4773473797141876,-0.3651481121706578,2000
-0.711170441896573,-0.0691357189874874,-0.5580591506385876,-0.8153063768285023,-0.8937874919977825,-0.5277383582739639,0.9093653683551982,2350
1.922346011777296,-0.0691357189874874,-0.5580591506385876,-0.8153063768285023,-0.8937874919977825,0.5175508092337137,-1.639661592696514,2236
-0.07058535857049675,1.3863531018017248,-0.5580591506385876,-0.8153063768285023,0.5904162476199234,-0.16590749259822932,0.9093653683551982,2236
-1.1382271641139572,-0.0691357189874874,-0.5580591506385876,-0.8153063768285023,-0.8937874919977825,-0.48753492875443777,0.9093653683551982,2436
0.8547042062338356,-0.0691357189874874,-0.5580591506385876,-0.8153063768285023,0.5904162476199234,-0.26641606639704446,0.9093653683551982,2200
-1.3517555252226492,-0.0691357189874874,-0.5580591506385876,-0.8153063768285023,-0.8937874919977825,-1.331806948664485,0.9093653683551982,2350
0.21411912290775933,1.3863531018017248,-0.5580591506385876,-0.8153063768285023,-0.8937874919977825,2.6081291442490686,-1.639661592696514,2186
-1.5652838863313412,-0.0691357189874874,-0.5580591506385876,-0.8153063768285023,-0.8937874919977825,-0.8895692239496983,-1.639661592696514,2250
-1.4229316455922132,-0.0691357189874874,0.9592305465843258,1.2265327837738076,0.5904162476199234,0.07531308451892704,0.9093653683551982,2186
0.1429430025381953,1.3863531018017248,0.20058569797286913,-0.8153063768285023,2.074619987237629,0.49744909447395064,-0.3651481121706578,2100
0.7835280858642716,1.3863531018017248,-0.5580591506385876,-0.8153063768285023,0.5904162476199234,-1.7137395290999824,-0.3651481121706578,2286
0.1429430025381953,1.3863531018017248,-0.5580591506385876,1.2265327837738076,0.5904162476199234,0.41704223543489854,0.9093653683551982,2036
-0.14176147894006078,-1.5246245397766995,-0.5580591506385876,-0.8153063768285023,2.074619987237629,2.7287394328076466,-1.639661592696514,2186
-0.35528984004875286,-0.0691357189874874,0.9592305465843258,-0.8153063768285023,-0.8937874919977825,0.2562285173567943,-0.3651481121706578,2386
-1.5652838863313412,-0.0691357189874874,0.9592305465843258,-0.8153063768285023,0.5904162476199234,-0.4473314992349117,0.9093653683551982,2400
